article_id,institution,inst_canon,inst_type,factory,city_key,iso2,adm1,adm2,adm3,adm4,bbox,lat,lon,capacity,product,product_lv1,product_lv2,investment,investment_status,investment_phase,phase,status,additional,factory_status,investment_id,raw_value,text_scalar,capacity_text,unit,metric_scale,apply_scale,capacity_time,capacity_normalized,flag_failed,capacity_metric_normalized,flag_conversion,normalization_case
689dbd6625e947480dd2431d,LG Chem,lg chem,company,Wroclaw EV Battery Plant,wroclaw,PL,Lower Silesia,Wrocław,Wrocław,,"{'east': 17.19840487079657, 'south': 50.99657303935859, 'north': 51.203426960641416, 'west': 16.86826112920343, 'accuracyLevel': 2}",51.1,17.03333,"100,000 batteries per year",EV battery,battery,,400 billion KRW,ongoing,greenfield,greenfield,under construction,,,689dbd6625e947480dd2431d_investment_lg_chem_wroclaw_plant,100000.0,,,batteries,1.0,1.0,per year,100000.0,False,batteries,False,normalize:fallback:keep-metric
