projectID,country,location_master,company_master,articleID
GRC-05332-09133,GRC,Kozani,Hellenic Petroleum,"['1705901', '1701597', '1805305']"
GRC-04787-05234,GRC,Elefsina,Helleniq Energy,['2402166']
NOR-04619-05235,NOR,Hellesylt,Hellesylt Hydrogen Hub,['2403344']
DEU-02603-09134,DEU,Black Forest,Helmholtz Center for Environmental Research,['3001697']
DEU-00631-09135,DEU,Leipzig,Helmholtz Centre for Environmental Research (UFZ),['3000014']
DEU-00306-03000,DEU,Erlangen,Helmholtz Institute Erlangen-Nürnberg for Renewable Energy,"['1707445', '1602785', '1607161']"
DEU-00094-03001,DEU,Berlin,Helmholtz Zentrum Berlin,"['1606094', '1601362', '1606493', '1602517']"
DEU-00631-09136,DEU,Leipzig,Helmholtz-Centre for Environmental Research Leipzig,['1702038']
DEU-00094-00356,DEU,Berlin,Helmholtz-Zentrum Berlin,"['1807851', '1602530', '1602217', '1500293', '1604915', '1200074', '1501181', '1820492', '1500009', '2503964', '1700097', '2700600']"
GBR-07877-09137,GBR,Sussex,Hepworth Brewery,['2900535']
ITA-00738-05236,ITA,Modena,Hera,['2403203']
DEU-07915-03004,DEU,Hanau,Heraeus,['1803827']
FRA-00430-07868,FRA,Hambach,Heraeus Group,['1804139']
ITA-02660-07348,ITA,Montalto di Castro,Hergo Renewables,['1402166']
GBR-03631-09138,GBR,Cumbria,Heriot-Watt University,['3202218']
DEU-02307-02279,DEU,Derben,Hermann Barthel,['1500426']
GBR-00647-05237,GBR,London,Hero Future Energies,['1811347']
FRA-02469-07869,FRA,Saint-Nazaire,Herrenknecht,['1902703']
FRA-03548-04003,FRA,Ain,Hespul,['1606525']
FRA-00853-01095,FRA,Paris,Heuliez Bus,['2700337']
BGR-08336-02280,BGR,Golden Sands,Hevel Solar,['1815089']
DEU-00562-00357,DEU,Kassel,Hexagon Purus,"['1501616', '1101268', '1101317', '1500713']"
DEU-01222-00357,DEU,Weeze,Hexagon Purus,['1101317']
SWE-03671-07349,SWE,Lysekil,Hexicon,['1903638']
ITA-01490-07349,ITA,Sardinia,Hexicon,['1401103']
ITA-02264-07349,ITA,Sicily,Hexicon,['1401103']
DNK-09035-07349,DNK,Skagen,Hexicon,['1903638']
SWE-06434-07349,SWE,West Coast,Hexicon,['1401064']
GBR-08137-07349,GBR,off the coast of the UK,Hexicon,"['1903492', '2601144']"
GBR-04314-05238,GBR,Thames Estuary,HiDROGEN,['2404048']
DEU-00758-01096,DEU,Münster,HiPoLiT,['2700221']
ROU-09036-09139,ROU,Tarnita-Lapustesti,Hidro Tarniţa SA,['3101752']
ROU-08164-05240,ROU,Black Sea,Hidroelectrica,['2600272']
ROU-09037-05240,ROU,Brăila,Hidroelectrica,['1708468']
ROU-04797-05240,ROU,Ostrovu Mare,Hidroelectrica,['2401261']
ROU-09038-05240,ROU,Rastolita,Hidroelectrica,['3101420']
ROU-09039-05240,ROU,Râu Mare - Retezat,Hidroelectrica,['3101150']
ROU-09040-05240,ROU,Stejaru,Hidroelectrica,['3101150']
ROU-09041-05240,ROU,Tismana,Hidroelectrica,['3100683']
ROU-09042-05240,ROU,"Tudor Vladimirescu, Brăila",Hidroelectrica,['1709048']
ROU-09043-05240,ROU,Vidraru,Hidroelectrica,['3101150']
ROU-09044-05240,ROU,Vidraru Hydropower Plant,Hidroelectrica,['3100556']
SVN-04798-05241,SVN,Brežice,Hidroelektrarne na spodnji Savi,"['2501231', '2500780']"
POL-04113-09140,POL,Witnica,HiedelbergCement,['1801818']
IRL-04022-05242,IRL,Duleek,Highfield Energy,"['2202083', '2201373', '2503358']"
IRL-08030-05242,IRL,Foulksmills,Highfield Energy,['2201373']
IRL-04022-05243,IRL,Duleek,Highfield Solar,"['2503358', '2202083', '2201373', '1702087']"
IRL-08030-05243,IRL,Foulksmills,Highfield Solar,['2201373']
IRL-09045-05243,IRL,Rathnaskilloge,Highfield Solar,['1702087']
IRL-09046-05243,IRL,Rosspile2,Highfield Solar,['1820103']
GBR-08347-09141,GBR,Scrabster,Highland Wind Limited,['1904696']
DEU-02287-03007,DEU,Freiburg,Highline Technology GmbH,['1602561']
ESP-02391-02282,ESP,Asturias,Highview,['1709079']
ESP-05204-02282,ESP,Canary Islands,Highview,['1709079']
ESP-02705-02282,ESP,Cantabria,Highview,['1709079']
GBR-01722-02282,GBR,Carrington,Highview,"['1403244', '2302286', '2302151']"
GBR-01386-02282,GBR,Carrington Village,Highview,"['2300496', '2300008']"
ESP-04890-02282,ESP,Castilla y León,Highview,['1709079']
GBR-01903-02282,GBR,Greater Manchester,Highview,['2301768']
GBR-06430-02282,GBR,Hunterston,Highview,"['1403244', '2606115']"
GBR-01904-02282,GBR,Manchester,Highview,['2300375']
GBR-01906-02282,GBR,"Pilsworth, Greater Manchester",Highview,['2301612']
GBR-01907-02282,GBR,Slough,Highview,['2301612']
GBR-01458-02282,GBR,Trafford Energy Park,Highview,['2300037']
GBR-01721-02282,GBR,"Trafford Energy Park, Carrington Village",Highview,['2301305']
GBR-06241-01704,GBR,Trafford Low Carbon Energy Park,Highview Power Storage,['1400482']
GBR-01533-02283,GBR,Bristol,HiiROC,['1500118']
GBR-01723-02283,GBR,Lincolnshire,HiiROC,['2401589']
GBR-05078-02283,GBR,Rugby,HiiROC,['2404362']
DEU-08811-09142,DEU,Heggelbach,Hilber Solar,['1805577']
ESP-07412-07870,ESP,Paracuellos del Jalón,Himin Solar,['1703048']
GBR-01037-09143,GBR,Somerset,Hinkley Point C,['3200774']
DEU-09047-01706,DEU,Bad Honnef,Hitachi,['3100636']
NLD-07889-01706,NLD,Borssele,Hitachi,['1301047']
CZE-05295-01706,CZE,Brno,Hitachi,"['1403138', '1403429']"
FRA-07413-01706,FRA,Cubnezais,Hitachi,['1401239']
ESP-07414-01706,ESP,Gatika,Hitachi,['1401239']
SWE-00386-01706,SWE,Gothenburg,Hitachi,['2403139']
DEU-06557-01706,DEU,Hamm,Hitachi,['1403429']
DEU-00454-01706,DEU,Heide,Hitachi,['1403429']
FIN-00462-01706,FIN,Helsinki,Hitachi,['1705353']
SWE-05316-01706,SWE,Hofors,Hitachi,"['1500980', '1705765']"
SWE-09048-01706,SWE,Ludvika,Hitachi,['2601994']
AUT-01910-01706,AUT,Malta Oberstufe,Hitachi,"['3101458', '2301239']"
FIN-01909-01706,FIN,Olkiluoto,Hitachi,['2301671']
POL-08084-01706,POL,Polish Baltic Sea,Hitachi,['2604563']
DEU-09049-01706,DEU,Polsum,Hitachi,['1403429']
POL-08727-01706,POL,Ustka,Hitachi,['2603535']
FIN-01175-01706,FIN,Vaasa,Hitachi,['3100636']
DEU-02426-01706,DEU,Wilhelmshaven,Hitachi,['1403429']
NLD-07889-09144,NLD,Borssele,Hitachi Energy-Petrofac,['1906945']
NLD-02038-09144,NLD,Eemshaven,Hitachi Energy-Petrofac,['1906945']
NLD-05432-09144,NLD,Geertruidenberg,Hitachi Energy-Petrofac,['1906945']
DEU-09050-09144,DEU,Rastede,Hitachi Energy-Petrofac,['1906945']
DEU-00755-01710,DEU,Munich,Hithium,['1605455']
BGR-01911-01710,BGR,Razlog,Hithium,['2302267']
DEU-02287-04004,DEU,Freiburg,Hitzeplus,['1607028']
ESP-05930-02284,ESP,Albacete,Hive,"['1501542', '1704750', '1702347', '1500670', '1500604']"
GBR-01839-02284,GBR,Burcot Farm,Hive,['2301563']
GBR-08737-02284,GBR,"Burcot Farm, South Oxfordshire",Hive,"['1401968', '2200315']"
GRC-01912-02284,GRC,Central Greece,Hive,"['2504469', '2302285']"
GBR-06433-02284,GBR,Cleve Hill,Hive,"['2203216', '1800375']"
ESP-01830-02284,ESP,Cuenca,Hive,"['2203491', '1816104']"
ESP-07415-02284,ESP,Espejo,Hive,"['1704091', '2203073']"
GBR-01913-02284,GBR,Hampshire,Hive,"['2504469', '2302285']"
GBR-01522-02284,GBR,Kent,Hive,"['2501877', '1709144']"
GBR-08303-02284,GBR,North Kent Coast,Hive,['1705664']
GBR-00928-02284,GBR,Romsey,Hive,['1707722']
GBR-07907-09145,GBR,Grimsby,Hobson & Porter,['1303592']
DEU-03550-04006,DEU,Chanco,Hochschule Anhalt University of Applied Sciences,['1604903']
DEU-00818-01098,DEU,Nuremberg,Hofer Powertrain,['2703377']
DNK-00220-02285,DNK,Copenhagen,Hofor,"['1704184', '1501092']"
DNK-02308-02285,DNK,"Copenhagen, Denmark",Hofor,['1500299']
PRT-06975-07871,PRT,Ourique,Holaluz,['1704330']
ESP-07416-07871,ESP,Rubi,Holaluz,['1814663']
DEU-00454-04007,DEU,Heide,Holcim,['2400304']
DEU-00798-04007,DEU,North Rhine-Westphalia,Holcim,['1402687']
BEL-04805-04007,BEL,Obourg,Holcim,['2502510']
SVN-04806-06958,SVN,Hrastnik,Holding Slovenske Elektrarne,['2500174']
ROU-04807-05254,ROU,Aiud,Holloway Solar S.R.L.,['2502834']
ROU-04807-09146,ROU,Aiud,Holloway Solar SRL,['2200644']
GBR-07947-09147,GBR,Purbeck,Holme Estate,['2106093']
FRA-00430-04008,FRA,Hambach,HoloSolis,"['1605205', '1605218']"
FRA-03106-04008,FRA,Sarreguemines,HoloSolis,['1811165']
FRA-00274-03008,FRA,Douvrin,Holosolis,['1820744']
FRA-00430-03008,FRA,Hambach,Holosolis,"['1606995', '1606726', '1604698', '1605067', '1605507', '1804139']"
FRA-03103-03008,FRA,Moselle,Holosolis,"['2500047', '2500521']"
FRA-07417-03008,FRA,Sarreguemine,Holosolis,"['1803176', '1400971']"
FRA-03106-03008,FRA,Sarreguemines,Holosolis,['1801088']
SVN-08390-09148,SVN,Krško,Holtec,['3202386']
GBR-01690-09148,GBR,South Yorkshire,Holtec,['1403489']
GBR-01690-09149,GBR,South Yorkshire,Holtec Britain,['3201348']
SVN-08390-09150,SVN,Krško,Holtec International,"['3201812', '3201896']"
NLD-01464-04009,NLD,Groningen,Holthausen Clean Technology,['2400394']
DEU-04808-05255,DEU,Meckenheim,Home Power Solutions,['2401470']
DNK-00220-00358,DNK,Copenhagen,Honda,['2700928']
DEU-04809-00358,DEU,European headquarters,Honda,['2707523']
DEU-00331-00358,DEU,Frankfurt,Honda,['2701777']
GBR-00647-00358,GBR,London,Honda,"['2700928', '3301620']"
BEL-00366-09151,BEL,Ghent,Honda Motor Europe,['2105849']
BEL-09051-01101,BEL,Louvain,Honeywell,['1704015']
NLD-00931-01101,NLD,Rotterdam,Honeywell,"['2404449', '2404671']"
ITA-03030-07350,ITA,Apulia,Hope Group,"['1905881', '1401129', '1906027']"
ITA-03031-07350,ITA,Bari,Hope Group,['2107501']
ITA-06740-07350,ITA,Barium Bay,Hope Group,['1401129']
ITA-03950-07350,ITA,Brindisi,Hope Group,['2107501']
FRA-00637-00359,FRA,Linas-Montlhéry,Hopium,['2705400']
FRA-01192-00359,FRA,Vernon,Hopium,"['1101988', '1501452', '2705400', '1500690']"
DEU-00847-00360,DEU,Paderborn,Hoppecke,['1100708']
DEU-01299-00360,DEU,Zwickau,Hoppecke,['1100708']
DEU-00069-00361,DEU,Barleben,Horiba FuelCon,['1100547']
DEU-00630-00361,DEU,Leichlingen,Horiba FuelCon,['1100547']
DEU-00670-00361,DEU,Magdeburg-Barleben,Horiba FuelCon,['1100547']
NOR-04810-05257,NOR,Hammerfest,Horisont Energi,"['1500558', '2400942', '1703138']"
GRC-02273-01712,GRC,Agkistro,Horizon,['1500243']
GBR-08457-01712,GBR,Wylfa Newydd,Horizon,['1400665']
GBR-01728-09152,GBR,North Yorkshire,Hornsea Wind Farm,['2602140']
GBR-09052-09153,GBR,Western International Market,Hounslow,['2200838']
GBR-00382-05258,GBR,Glasgow,Howden,['3200870']
NOR-00336-09154,NOR,Fredrikstad,Hreinn,['3300171']
HRV-04768-09155,HRV,Korlat,Hrvatska Elektroprivreda d.d.,['1821125']
HRV-06436-06961,HRV,Benkovac,Hrvatska elektroprivreda,['2104633']
HRV-02817-06961,HRV,Cres,Hrvatska elektroprivreda,"['1700843', '1702930']"
HRV-09053-06961,HRV,Kaštelir,Hrvatska elektroprivreda,['1700843']
HRV-04768-06961,HRV,Korlat,Hrvatska elektroprivreda,"['1701160', '1703476']"
HRV-04754-06961,HRV,Vis,Hrvatska elektroprivreda,['1700843']
HRV-06437-06961,HRV,Vrlika Jug,Hrvatska elektroprivreda,['1700843']
ISL-04202-09156,ISL,Svartsengi,Hs Orka,['3000873']
GBR-01388-01106,GBR,"Mendy Town, Wiltshire","Huaneng Hong Kong Co., Ltd.",['2300019']
ESP-07003-02092,ESP,Don Rodrigo,Huawei,['1813388']
NLD-00293-02092,NLD,Eindhoven,Huawei,['1803648']
GBR-07986-02092,GBR,Flitwick,Huawei,['2202337']
DEU-00437-02092,DEU,Hannover,Huawei,['1809664']
POL-04453-02092,POL,Kleczew,Huawei,['1807929']
ESP-00668-02092,ESP,Madrid,Huawei,['1817565']
DEU-00818-02092,DEU,Nuremberg,Huawei,"['1603216', '1500087', '1705316']"
DEU-00818-01410,DEU,Nuremberg,Huawei Digital Power,"['1605135', '1706219']"
HUN-01317-00362,HUN,Ács,Huayou Cobalt,['1102361']
NLD-00254-09157,NLD,Delft,Huisman,['3001615']
DEU-08179-09157,DEU,Hattingen,Huisman,['1906383']
NLD-08261-09157,NLD,Schiedam,Huisman,['1301251']
GBR-02278-09158,GBR,Humber,Humber,['1906229']
HUN-04813-05264,HUN,Underground Gas Storage Facility,Hungarian Gas Storage,['2400916']
HUN-09054-09159,HUN,Borsod and Heves counties,Hungary,['3100718']
GBR-06430-09160,GBR,Hunterston,Hunterston Port and Research Centre (PARC),['1902933']
GBR-01605-09161,GBR,Liverpool,Hutchinson Engineering,['1901540']
GBR-09055-09161,GBR,Widnes,Hutchinson Engineering,['2605421']
GBR-04814-05265,GBR,Port of Felixstowe,Hutchison Ports,['2401692']
DNK-05949-06528,DNK,Nordics,Hy24,"['1501572', '1702113']"
FRA-00853-06528,FRA,Paris,Hy24,"['1501531', '1500962']"
DNK-05950-06528,DNK,Scandinavia,Hy24,['1707453']
DEU-05979-09162,DEU,Pfeffenhausen,Hy2B,['1501652']
DEU-05979-06529,DEU,Pfeffenhausen,Hy2B Wasserstoff,['1500790']
NOR-02309-02286,NOR,Sauda,Hy2gen,"['1701715', '1500118']"
NLD-00018-05270,NLD,Amsterdam,HyCC,['2401668']
NLD-03534-05270,NLD,Delfzijl,HyCC,"['1500858', '1501563', '2403138']"
NLD-04819-05270,NLD,Ijmuiden,HyCC,['2401668']
DEU-06605-05270,DEU,Lutherstadt Wittenberg,HyCC,"['2900042', '1707252', '1501466', '1501588']"
DEU-09056-05270,DEU,Piesteritz,HyCC,['2404627']
NLD-00931-05270,NLD,Rotterdam,HyCC,['1400669']
ESP-02391-07873,ESP,Asturias,HyDeal España,['1800312']
NLD-02787-02288,NLD,Arnhem,HyGear,['2400589']
GBR-08219-02288,GBR,West Bromwich,HyGear,['2404174']
DEU-02043-05271,DEU,Lingen,HyIron,['2402573']
GBR-02278-09163,GBR,Humber,HyNet,['1200071']
GBR-09057-09163,GBR,North-West England and North Wales,HyNet,['1200098']
GBR-01571-09163,GBR,Teeside,HyNet,['1200071']
GBR-02276-02289,GBR,North West England,HyNet North West,['1500149']
GBR-03930-02289,GBR,Runcorn,HyNet North West,['2400756']
GBR-00105-00364,GBR,Birmingham,HyProMag,"['1100552', '1402604']"
ESP-04067-05273,ESP,Castellon,HyVal,"['2900086', '1501169', '2404067']"
SWE-04820-05276,SWE,Gällivare,Hybrit Development AB,['2401983']
SWE-04821-05276,SWE,Svartöberget,Hybrit Development AB,['2400828']
FIN-04822-05277,FIN,Kokkola,Hycamite,"['2402439', '2401130']"
FIN-04822-05278,FIN,Kokkola,Hycamite TCD Technologies,"['2404420', '2401457']"
NOR-02274-09164,NOR,Offshore,Hydepoint,['1905227']
GBR-04823-05279,GBR,Sizewell C,Hydrab Power,['2403083']
GBR-01392-05279,GBR,Suffolk,Hydrab Power,['1200583']
GBR-02197-09165,GBR,Aberdeen,Hydrasun,"['1200111', '1200410']"
GBR-09058-09165,GBR,Aviemore,Hydrasun,['1200111']
GBR-00382-09165,GBR,Glasgow,Hydrasun,['1200111']
NLD-00931-09165,NLD,Rotterdam,Hydrasun,['1200111']
GBR-01101-09165,GBR,Teesside,Hydrasun,['1200111']
NOR-08765-02292,NOR,Høyanger,Hydro,['1400850']
NOR-09059-02292,NOR,Karmøy,Hydro,['3100445']
BEL-04824-02292,BEL,Lichtervelde,Hydro,['2502888']
NOR-04825-02292,NOR,Magnor,Hydro,['2502888']
DEU-04826-02292,DEU,Mettingen,Hydro,['2707048']
NOR-01515-02292,NOR,Oslo,Hydro,"['1500197', '1707835']"
NOR-08768-02292,NOR,Sunnfjord,Hydro,['1400850']
BEL-04824-05280,BEL,Lichtervelde,Hydro Extrusion Norway AS,['2503682']
NOR-04825-05280,NOR,Magnor,Hydro Extrusion Norway AS,['2503682']
DEU-00399-05281,DEU,Grünheide,Hydro Extrusions,['2707805']
FRA-02239-07874,FRA,Le Croisic,Hydro Group,['1900380']
SWE-08617-09166,SWE,Sundsvall,Hydro Rein,['2105838']
SWE-08618-09166,SWE,Timra,Hydro Rein,['2105838']
FRA-07418-07875,FRA,Raz-Blanchard,HydroQuest,['1400990']
DNK-00220-05283,DNK,Copenhagen,Hydrogen Denmark,['2400920']
DNK-04326-05283,DNK,Fredericia,Hydrogen Denmark,['2403325']
GBR-02197-09167,GBR,Aberdeen,Hydrogen Enterprise,['1200520']
BEL-04829-05284,BEL,Port of Ostend,Hydrogen Project,['2403383']
IRL-05946-02299,IRL,Fisherstown Energy Park,Hydrogen Utopia International,['1501226']
POL-00590-02299,POL,Konin,Hydrogen Utopia International,"['1701889', '1500419']"
BGR-04831-02299,BGR,Simitli,Hydrogen Utopia International,['2401105']
ISL-04832-05287,ISL,Reykjanes Resource Park,Hydrogen Ventures Limited,['2400802']
NOR-00469-05288,NOR,Herøya,HydrogenPro,"['2401380', '1500800', '1501444']"
NOR-04833-05289,NOR,Takasago Hydrogen Park,HydrogenPro AS,['2404012']
BEL-00138-03023,BEL,Brussels,Hydrogenics,['1601520']
NLD-00018-06535,NLD,Amsterdam,Hydrogenious,"['1500716', '1501287', '1501080']"
DEU-00075-09169,DEU,Bavaria,Hydrogenious LOHC,"['1702243', '2900261', '1501640', '2900124', '1501598', '1701308']"
DEU-00213-02528,DEU,Cologne,Hydrogenious LOHC Technologies,['1500445']
DEU-04302-02528,DEU,Dormagen,Hydrogenious LOHC Technologies,"['2400851', '2400652']"
FRA-02314-02094,FRA,Blanquefort,Hydrogène de France,"['1709071', '1500415']"
FRA-00113-02094,FRA,Bordeaux,Hydrogène de France,"['2403647', '2403613']"
FRA-02178-02094,FRA,Carresse-Cassaber,Hydrogène de France,"['1500084', '1703104']"
FRA-05982-02094,FRA,Southwest,Hydrogène de France,['1501123']
DEU-09060-09170,DEU,Loisach River,Hydroshaft GmbH,['3101755']
CHE-02224-04020,CHE,Eglisau-Glattfelden,Hydrospider,['3100774']
CHE-00421-04020,CHE,Gösgen,Hydrospider,['2400245']
CHE-00421-00365,CHE,Gösgen,Hydrospider AG,['1100526']
NOR-00336-00366,NOR,Fredrikstad,Hydrovolt,"['1101592', '1102751', '1101059', '1102619']"
FRA-00487-00366,FRA,Hordain,Hydrovolt,['1102751']
NLD-02787-03024,NLD,Arnhem,Hyet Solar,"['1603590', '1603594', '1605908', '1604875']"
NLD-00254-03024,NLD,Delft,Hyet Solar,['1606085']
GBR-04835-05293,GBR,Bradford,Hygen Energy,"['2402499', '2403371']"
GBR-04776-05293,GBR,Herne Bay,Hygen Energy,"['2401347', '2401008']"
DNK-03651-09171,DNK,Bornholm,Hyme Energy ApS,['1703028']
DNK-02098-09171,DNK,Esbjerg,Hyme Energy ApS,['1706133']
FRA-03816-02300,FRA,Auxerre,Hynamics,['2402131']
DEU-00558-02300,DEU,Karlsruhe,Hynamics,['1500114']
FRA-00746-02300,FRA,Montpellier,Hynamics,['3301939']
DEU-00984-02300,DEU,Schleswig-Holstein,Hynamics,['1500114']
SWE-05983-06537,SWE,"Torsvik, Jönköping",Hynion,"['1500948', '1501415', '1700655']"
FRA-02315-02301,FRA,Monteux,Hynoé,"['1704761', '1500286']"
BEL-01282-02302,BEL,Zeebrugge,Hyoffwind,"['1500206', '1604133', '1704181']"
GBR-01776-01716,GBR,Nursling,Hyosung Heavy Industries,['2300508']
GBR-00225-01109,GBR,Coventry,Hyperbat,['1101938']
GBR-01055-01110,GBR,St. Athan,Hyperbat Limited,['2702739']
PRT-06965-05298,PRT,Alentejo,Hyperion,['1701376']
PRT-04066-05298,PRT,Evora,Hyperion,"['1701239', '1704330', '1706271', '1703980']"
PRT-04482-05298,PRT,Évora,Hyperion,['2503273']
PRT-04468-07876,PRT,Ferreira do Alentejo,Hyperion Energy Investment Fund SICAV P.L.C.,['1703502']
PRT-02653-07876,PRT,Lagos,Hyperion Energy Investment Fund SICAV P.L.C.,['1703502']
PRT-02518-07876,PRT,Moura,Hyperion Energy Investment Fund SICAV P.L.C.,['1703502']
PRT-06141-02303,PRT,Amareleja,Hyperion Renewables,['1701367']
PRT-07419-02303,PRT,Cartaxo,Hyperion Renewables,['1701367']
PRT-04468-02303,PRT,Ferreira do Alentejo,Hyperion Renewables,['1701367']
PRT-02653-02303,PRT,Lagos,Hyperion Renewables,['1701367']
PRT-02518-02303,PRT,Moura,Hyperion Renewables,['1701367']
PRT-07420-02303,PRT,Santarém,Hyperion Renewables,['1701367']
PRT-00998-02303,PRT,Setúbal,Hyperion Renewables,"['1501020', '1708526', '1500151', '1702205']"
PRT-07421-02303,PRT,Vale de Moura,Hyperion Renewables,['1701367']
PRT-04482-02303,PRT,Évora,Hyperion Renewables,['1704092']
NLD-05984-06538,NLD,Nieuwegein,Hysolar,"['2900234', '1501556', '2900107', '1501131']"
NOR-05985-06539,NOR,Høvik,Hystar,"['1501506', '1705433', '1501593', '1702409', '1500589', '2404439', '2900400']"
NOR-09061-06539,NOR,Kårstø,Hystar,"['2800108', '2900122', '1708304']"
NOR-05864-06539,NOR,Kårstø Gas Processing Plant,Hystar,['1200136']
POL-05986-06539,POL,Nowa Sarzyna,Hystar,"['1501282', '1500722']"
ESP-05987-06540,ESP,Port of Valencia,Hyster,"['1704877', '1501321', '1500753']"
ESP-03619-05299,ESP,Cadiz,Hystock,['2402955']
NLD-00931-05299,NLD,Rotterdam,Hystock,['2402955']
DEU-00016-00367,DEU,Alzenau,Hyundai,['2703469']
FRA-05998-00367,FRA,Annonay,Hyundai,"['1501572', '1702113']"
CZE-00235-00367,CZE,Czech plant,Hyundai,"['2704727', '2704156', '2704037', '2703748']"
DEU-00284-00367,DEU,Düsseldorf,Hyundai,['2708249']
ITA-03951-00367,ITA,Foggia,Hyundai,"['1501572', '1500803', '1702113']"
CHE-00361-00367,CHE,Geneva,Hyundai,['2700235']
CHE-00421-00367,CHE,Gösgen,Hyundai,['1100455']
BGR-07912-00367,BGR,Kozloduy,Hyundai,"['3201286', '3201603', '3201009']"
ESP-00767-00367,ESP,Navarra,Hyundai,"['2708036', '1102814']"
CZE-00810-00367,CZE,Nosovice,Hyundai,"['2707628', '2704918', '1102434', '2703605', '2707892', '2708522', '2703647', '1102512']"
CZE-00816-00367,CZE,Nošovice,Hyundai,"['2707212', '2703968', '2703935', '2704123']"
DEU-04846-00367,DEU,Nördlinger Ries,Hyundai,['2708249']
SVK-01294-00367,SVK,Zilina,Hyundai,['2707628']
SWE-08452-05301,SWE,Ringhals,Hyundai E&C,['3200891']
BGR-07912-09172,BGR,Kozloduy,Hyundai Engineering & Construction,"['3201847', '3200689', '1401172', '1403276', '1401027', '3201477']"
POL-08975-09173,POL,Police,Hyundai Engineering Company,['3200433']
BEL-02317-02308,BEL,"Flemish region, Belgium",Hyve,"['1702634', '1500299']"
FRA-00321-01115,FRA,Flins,Hyvia,['1101614']
FRA-00853-01115,FRA,Paris,Hyvia,"['2900807', '1501214']"
NLD-01464-00373,NLD,Groningen,Hyzon Motors,"['1101001', '1500245', '1101094', '2400519', '1703471']"
NLD-04857-00373,NLD,Winschoten,Hyzon Motors,['2400990']
DNK-02098-09174,DNK,Esbjerg,HØST PtX,['2404531']
GBR-00860-09175,GBR,Perth,I & H Brown,"['1901093', '1303830']"
GBR-08320-09176,GBR,Dunbar,I&H Brown,['1902860']
GBR-04860-05308,GBR,Bristol and Bath Science Park,IAAPS,['2401544']
DEU-00458-00374,DEU,Heimsheim,IAV,"['2704563', '2704734']"
ESP-05974-07877,ESP,Zamora,IB Vogt,['1700441']
HUN-09062-03028,HUN,Gerjen,IBC,['1815358']
DEU-08326-03028,DEU,Grimmen,IBC,['1819443']
DEU-00546-03028,DEU,Kaiserslautern,IBC,['1807100']
ITA-05465-03028,ITA,Manzano,IBC,['1810638']
DEU-00755-03028,DEU,Munich,IBC,['1804727']
DEU-09063-03028,DEU,Seßlach,IBC,['1705386']
DEU-09064-03028,DEU,Sukow,IBC,['1804979']
HUN-09065-03028,HUN,Söjtör,IBC,['1815358']
SWE-09066-03028,SWE,Varberg,IBC,['1814979']
CHE-08017-09177,CHE,Pradapunt,IBC Energie Wasser Chur,['3100084']
GBR-09067-03029,GBR,Liverpool City Region,IBM,['3200097']
NOR-00032-02309,NOR,Arendal,IBU Tec,['1101677']
DEU-01225-02309,DEU,Weimar,IBU Tec,"['1102694', '1102800']"
ROU-07997-09178,ROU,Pitești,ICN Pitești,['3201353']
GBR-02197-09179,GBR,Aberdeen,ICP Infrastructure,['1907281']
ESP-03896-05309,ESP,Lloseta,IDAE,"['2401187', '2401445']"
BEL-00138-03032,BEL,Brussels,IFE,['1603534']
DEU-00829-09180,DEU,Oldenburg,IFE Eriksen AG,['1816910']
NLD-06441-09181,NLD,IJmuiden,IJmuiden Seaport,['1300982']
AUT-01350-05315,AUT,Vienna,IKEA Austria,['2404164']
ESP-05957-07878,ESP,Andalucía,IM2 Energía Solar,['2200289']
ESP-06972-07878,ESP,Comunidad Valenciana,IM2 Energía Solar,['2200289']
ESP-02003-07878,ESP,Extremadura,IM2 Energía Solar,['2200289']
ESP-01177-02561,ESP,Valencia,IM2 Solar,['1500487']
DEU-03532-09182,DEU,Zittau,IMI,['2404277']
ITA-01490-05316,ITA,Sardinia,IMI Critical Engineering,['2402471']
HRV-09068-06979,HRV,Pula,INA,['1906762']
ITA-02493-06979,ITA,Ravenna,INA,['1906762']
FRA-02707-03034,FRA,Cadarache,INES,"['2800408', '1602043', '1707989', '1603882']"
DEU-00431-05319,DEU,Hamburg,INNIO,['2403090']
AUT-04753-05319,AUT,Jenbach,INNIO,"['1500774', '2402121']"
DEU-04766-05319,DEU,Kiel,INNIO,['2402305']
GBR-02276-04024,GBR,North West England,INOVYN,['2400023']
ROU-09069-09183,ROU,Dolj County,INVL Renewable Energy Fund 1,['2200384']
DEU-04868-05323,DEU,Bergkamen,IQONY,['2404019']
DEU-04869-05323,DEU,Bexbach,IQONY,['2404019']
DEU-04870-05323,DEU,Querschied-Weiher,IQONY,['2404019']
BEL-09070-09184,BEL,Fleurus,IRE,"['3201756', '3202582']"
FIN-08312-09185,FIN,Parkano,IS Works,['3200725']
ITA-06855-03036,ITA,Carmignano di Brenta,ISC Konstanz,['1804296']
DEU-02865-03036,DEU,Konstanz,ISC Konstanz,"['1605694', '1602966', '1607158']"
GBR-09071-09186,GBR,Bicker Fen,ISG Renewables,['2201730']
GBR-09072-09186,GBR,Carn Nicholas,ISG Renewables,['2201730']
GBR-09073-09186,GBR,Newbold Pacey,ISG Renewables,['2201730']
DEU-00107-09187,DEU,Bitterfeld,ISM Group,['1815941']
DEU-00075-09188,DEU,Bavaria,IST3 Investment Foundation,['2103587']
