projectID,country,location_master,company_master,articleID
GBR-07876-08197,GBR,Aldershot,10:10,['1705678']
GBR-07877-08197,GBR,Sussex,10:10,['1705678']
DEU-00119-03766,DEU,Brandenburg,1Komma5°,"['1605324', '1805859']"
DEU-00431-03766,DEU,Hamburg,1Komma5°,['1805859']
DEU-00976-03766,DEU,Saxony,1Komma5°,"['1605324', '1805859']"
GBR-07878-08198,GBR,Peterhead Port Authority,23 Degrees Renewables Ltd,['1907888']
DEU-01242-00890,DEU,Wolfsburg,24M Technologies,['1101311']
IRL-07879-08199,IRL,Rosslare,24shore SBS,['1902318']
FRA-02497-02584,FRA,Arlanc,2CA,['1604003']
GBR-02256-08200,GBR,U.K.,2DegreesKelvin,"['2504993', '1700915', '1607587']"
DEU-03812-04393,DEU,Heek,2G Energy AG,['2403195']
GBR-02197-08201,GBR,Aberdeen,2H,['1301270']
DEU-00431-02585,DEU,Hamburg,2nd Life Solar,['1604275']
ITA-02264-07373,ITA,Sicily,3D Micromac,['1800415']
FIN-04652-08202,FIN,Loviisa,3Flash,['1820937']
CHE-02499-08203,CHE,Thun,3S Modultec,['1808708']
CHE-02499-08204,CHE,Thun,3S Photovoltaics,['1808708']
CHE-02499-02588,CHE,Thun,3S Solar Plus AG,['1601073']
CHE-07880-02589,CHE,Lyss,3S Swiss Solar Systems,['1800327']
CHE-02499-02589,CHE,Thun,3S Swiss Solar Systems,['1808708']
CHE-01298-02589,CHE,Zurich,3S Swiss Solar Systems,['1600114']
DEU-07881-08205,DEU,Adelebsen,3U Holding,['1800158']
DEU-00431-08206,DEU,Hamburg,3megawatt,['1705756']
BGR-07882-08207,BGR,Devnya,4B Solar,['1701650']
DEU-01512-04394,DEU,Rostock,50Hertz,['2104698']
DEU-07883-04394,DEU,Rostock-Warnemünde,50Hertz,['1908101']
DEU-03813-04394,DEU,Witznitz Energy Park,50Hertz,"['2504301', '2203613']"
DEU-02502-02592,DEU,Frankfurt (Oder),5N PV,['1600024']
DEU-01369-08208,DEU,Bayreuth,7C Solarparken,['1706892']
DEU-07884-08208,DEU,Burgwindheim,7C Solarparken,['1706892']
DEU-07885-08208,DEU,Dennheritz,7C Solarparken,['1706892']
DEU-07886-08208,DEU,Morbach,7C Solarparken,['1706892']
NLD-07887-08209,NLD,Hollandse Kust Zuid offshore wind farm,8.2 Consulting AG,['1300004']
CHE-00985-00004,CHE,Schlieren,8inks,['1102790']
ITA-06068-07374,ITA,Venice,9-tech,"['1607343', '1607359']"
ITA-06762-07375,ITA,Lamalunga,9REN,['1815254']
ITA-06763-07375,ITA,Spinazzola,9REN,['1815254']
ITA-03952-07376,ITA,Taranto,9REN Group,['1800126']
DNK-00220-04397,DNK,Copenhagen,A.P. Moller - Maersk,"['2400957', '1902043']"
DNK-00220-02506,DNK,Copenhagen,A.P. Moller-Maersk,"['2403719', '1500435']"
CZE-00844-00005,CZE,Ostrava,A123 Systems,['2701472']
HRV-07888-08210,HRV,Ernestinovo,A14 Energy Limited,['3001170']
ITA-06764-07377,ITA,Assemini,A2A,['1707925']
ITA-06765-07377,ITA,Brescia,A2A,['1815054']
ITA-06766-07377,ITA,Cassano D'Adda,A2A,"['1706353', '1707740', '1703525']"
ITA-01545-07377,ITA,Emilia-Romagna,A2A,"['1706353', '1707740', '1703525']"
ITA-03951-07377,ITA,Foggia,A2A,"['1703506', '1815054']"
ITA-03732-07377,ITA,Lazio,A2A,"['1707925', '1703525']"
ITA-05228-07377,ITA,Marche,A2A,"['1706353', '1703525']"
ITA-02660-07377,ITA,Montalto di Castro,A2A,['1707925']
ITA-06767-07377,ITA,Piemonte,A2A,"['1706353', '1707740']"
ITA-03684-07377,ITA,Puglia,A2A,"['1706353', '1707740', '1703525']"
ITA-06768-07377,ITA,San Filippo del Mela,A2A,['1701085']
ITA-01490-07377,ITA,Sardinia,A2A,['1707925']
ITA-06769-07377,ITA,Toscana,A2A,"['1706353', '1707740']"
ITA-06770-07377,ITA,Trentino Alto Adige,A2A,"['1706353', '1707740']"
NLD-07889-08211,NLD,Borssele,A2SEA,"['1303385', '1301490']"
ESP-06912-04398,ESP,Budweiser Solar Farm,AB InBev,['1802599']
GBR-07890-08212,GBR,Cambuslang,AB2000,['2103661']
ESP-01800-00006,ESP,Andalusia,ABB,['2204037']
FRA-03816-00006,FRA,Auxerre,ABB,['2402131']
CHE-00054-00006,CHE,Baden,ABB,"['1101032', '2300477', '1100656', '2301988']"
DEU-00094-00006,DEU,Berlin,ABB,['2301988']
FRA-00113-00006,FRA,Bordeaux,ABB,"['2403647', '2403613']"
ITA-06771-00006,ITA,Camugnano,ABB,['3100420']
ITA-06772-00006,ITA,Cardonita,ABB,['1807522']
NLD-00254-00006,NLD,Delft,ABB,['3300445']
GBR-02202-00006,GBR,Dogger Bank,ABB,['1901396']
DEU-07891-00006,DEU,DolWin5,ABB,['1901969']
DNK-02098-00006,DNK,Esbjerg,ABB,"['1200048', '1703323']"
ESP-02003-00006,ESP,Extremadura,ABB,['2204037']
SWE-00386-00006,SWE,Gothenburg,ABB,"['1814979', '2200880']"
SWE-00461-00006,SWE,Helsingborg,ABB,['2700406']
DNK-01325-00006,DNK,Helsingør,ABB,['2700406']
NOR-00469-00006,NOR,Herøya,ABB,['2401380']
EST-02504-00006,EST,Jüri,ABB,['1600238']
GBR-07892-00006,GBR,Kilgallioch,ABB,['2102940']
NOR-05864-00006,NOR,Kårstø Gas Processing Plant,ABB,['1500746']
CHE-03818-00006,CHE,Lac des Toules,ABB,['2501469']
ITA-03732-00006,ITA,Lazio,ABB,['1812854']
DNK-03819-00006,DNK,Lemvig,ABB,['2402155']
DEU-00718-00006,DEU,Minden,ABB,"['1101032', '2301988']"
DEU-00755-00006,DEU,Munich,ABB,"['1707456', '1702643', '1601008']"
NOR-07893-00006,NOR,Northern Norway,ABB,['3101589']
SWE-04653-00006,SWE,Oskarshamn,ABB,"['1403535', '1403062']"
GBR-06420-00006,GBR,Peterhead,ABB,['2605451']
FIN-05234-00006,FIN,Porvoo,ABB,"['3000991', '2504594']"
SWE-01027-00006,SWE,Skellefteå,ABB,"['1102035', '1102226']"
ITA-06773-00006,ITA,Spinasanta,ABB,['1807522']
ITA-06774-00006,ITA,Sugherotorto,ABB,['1807522']
SWE-07894-00006,SWE,Säve,ABB,['1700508']
SWE-02347-00006,SWE,Söderhamn,ABB,"['2600944', '1400184', '1304043', '1501418', '2402333']"
FIN-01175-00006,FIN,Vaasa,ABB,"['1901466', '1300326']"
SWE-01201-00006,SWE,Västerås,ABB,['1100135']
CHE-07895-08213,CHE,Abu Qir,ABB Group,['2404527']
DEU-00431-08214,DEU,Hamburg,ABL,['1403036']
DEU-00119-07307,DEU,Brandenburg,ABO Energy,['2104505']
HUN-00142-07307,HUN,Budapest,ABO Energy,['1800458']
DEU-07896-07307,DEU,Forst Briesnig,ABO Energy,['2103664']
DEU-07897-07307,DEU,Gielert,ABO Energy,['2104505']
DEU-07898-07307,DEU,Hünfeld-Michelsrombach,ABO Energy,['2107313']
GRC-07899-07307,GRC,Igoumenitsa,ABO Energy,['1706653']
DEU-07900-07307,DEU,Janschwalde,ABO Energy,['2103664']
FIN-07901-07307,FIN,Jämijärvi,ABO Energy,['2101659']
FIN-07902-07307,FIN,Kestilan Kokkoneva,ABO Energy,['2105039']
HUN-07903-07307,HUN,Létavértes,ABO Energy,['1800458']
DEU-01570-07307,DEU,Rhineland-Palatinate,ABO Energy,['2104505']
DEU-01236-07307,DEU,Wiesbaden,ABO Energy,['1800458']
ESP-03823-07307,ESP,Yebra,ABO Energy,"['2504005', '2201606']"
ESP-03823-07529,ESP,Yebra,ABO Energy España,['2201606']
DEU-00431-08215,DEU,Hamburg,ABO Invest,['2103664']
GRC-07904-08216,GRC,Kossos,ABO Wind AG,['1806707']
GRC-07905-08216,GRC,Megala Kalyvia,ABO Wind AG,['1806707']
GBR-07906-04401,GBR,Barrow,ABP,['1907841']
GBR-07907-04401,GBR,Grimsby,ABP,['1907841']
GBR-03494-04401,GBR,Hull,ABP,['2501511']
GBR-07908-04401,GBR,Lowestoft,ABP,"['1907841', '1904232']"
GBR-00876-04401,GBR,Port Talbot,ABP,['1907841']
FRA-06913-07530,FRA,Leucate_Le Barcarès,ABS Group,['1301709']
DEU-00057-00007,DEU,Baden-Württemberg,ABT Sportsline,['2703684']
GBR-01843-08217,GBR,West Sussex,AC Solartechnic,['1811675']
FRA-00113-01424,FRA,Bordeaux,ACC,['1101142']
FRA-00135-01424,FRA,Bruges,ACC,['1102696']
FRA-00274-01424,FRA,Douvrin,ACC,"['1101142', '2708309', '2301973', '3301334', '3302470', '2705040', '1101583', '2300930', '1102696', '1102030', '1100697', '1102128', '1101471', '1100763', '1102880', '1400897', '1101544', '1102636', '1102392']"
DEU-00546-01424,DEU,Kaiserslautern,ACC,"['1101142', '1101278', '1101763', '3302470', '1100181', '2705040', '2705366', '1101583', '1100654', '1100802', '1102879', '1102696', '1102030', '1100501', '1103166', '1103041', '1101045', '1100697', '1103096', '1101471', '1100644', '1100763', '1102880', '1100293', '1103134', '1101544', '2708636', '1102636', '1102392']"
FRA-00770-01424,FRA,Nersac,ACC,"['1101142', '1102696', '1101313']"
ITA-01352-01424,ITA,Termoli,ACC,"['1103041', '1103134', '1103096', '1101583', '1102696', '1101544', '1102030', '2708636', '3302470', '1102880', '1102392', '1103166']"
FIN-03861-07306,FIN,Nokia,ACGO,['2403359']
ESP-06915-07531,ESP,Chiprana,ACS,['1706613']
ESP-06916-07531,ESP,Escatrón,ACS,['1706613']
ESP-06917-07532,ESP,Mula,ACS Group,"['1815840', '1811145']"
GBR-00109-08218,GBR,Blyth,ACT Blade,['1902403']
GBR-00287-08218,GBR,East Kilbride,ACT Blade,['1902403']
GBR-02197-04403,GBR,Aberdeen,ACUA Ocean,['2402357']
FRA-00812-07533,FRA,Nouvelle-Aquitaine,ADEME,['3000295']
PRT-02780-07534,PRT,Lisbon,ADENE,['3000691']
GBR-01101-02128,GBR,Teesside,ADNOC,"['2401049', '1500492']"
BGR-03853-02596,BGR,Plovdiv,AE Solar,['2501184']
GBR-07909-08219,GBR,Fauldhouse,AE Yates,['2102017']
HUN-07910-02598,HUN,Békéscsaba,AEG,['1810503']
DEU-00984-04408,DEU,Schleswig-Holstein,AEG Power,['2400549']
AUT-03856-04411,AUT,Satteins,AEROCOMPACT,['2502094']
GBR-03687-00895,GBR,Northern Ireland,AES,['1707026']
BGR-01032-00895,BGR,Sofia,AES,['2302026']
BGR-07911-00895,BGR,St. Nikola,AES,['2106295']
NLD-03797-08220,NLD,Vlissingen,AES Netherlands,['1805734']
FRA-06918-07535,FRA,Sault,AES Solaire France,['1800683']
ITA-06775-07378,ITA,Cellino San Marco,AES Solar Energy,['1800579']
ITA-06775-07379,ITA,Cellino San Marco,AES Solar Energy Ltd,['1705779']
GBR-01630-10502,GBR,Cranfield,AESC,['2302079']
ESP-00766-02129,ESP,Navalmoral de la Mata,AESC Envision,"['1102522', '1102402']"
BGR-07912-08221,BGR,Kozloduy,AETs Kozloduy EAD,['3200345']
GBR-00647-06424,GBR,London,AFC Energy,"['1501372', '1500663']"
FRA-00812-07537,FRA,Nouvelle-Aquitaine,AFPG,['3000295']
SWE-03886-08222,SWE,Härnösand,AG Insurance,['2107709']
CHE-07913-08223,CHE,Lavey-les-Bains,AGEPP,['3001479']
POL-07914-08224,POL,Ometepe,AGH University,['1707501']
POL-05284-08225,POL,Kraków,AGH University of Science and Technology,"['1700023', '3100197']"
ITA-06090-04417,ITA,Adriatic Sea,AGNES,['2604910']
ITA-06136-04417,ITA,Lido di Classe,AGNES,['2604910']
ITA-06776-04417,ITA,Porto Corsini,AGNES,['2604910']
ITA-02493-04417,ITA,Ravenna,AGNES,"['2501812', '1904407']"
DEU-00467-08226,DEU,Herten,AGR Abfallentsorgungs-Gesellschaft Ruhrgebiet mbH,['2404478']
GBR-01913-08227,GBR,Hampshire,AGR Power,['2201496']
DEU-00001-08228,DEU,Aachen,AIXTRON,['1805996']
DEU-02502-02599,DEU,Frankfurt (Oder),ALBA,['1600024']
DEU-07915-08229,DEU,Hanau,AMG Advanced Metallurgical Group,['1702949']
DEU-07916-08229,DEU,Hauzenberg,AMG Advanced Metallurgical Group,['1702949']
DEU-00818-08229,DEU,Nuremberg,AMG Advanced Metallurgical Group,['1702949']
GBR-07917-08229,GBR,Rotherham,AMG Advanced Metallurgical Group,['1702949']
DEU-00107-00010,DEU,Bitterfeld,AMG Lithium,"['1103069', '1403410', '1101066', '1102094', '2300176']"
DEU-01283-00010,DEU,Zeitz,AMG Lithium,['1100507']
DEU-00119-01432,DEU,Brandenburg,AMPYR Solar Europe,['1800701']
GBR-01640-01432,GBR,County Durham,AMPYR Solar Europe,"['2501205', '2300968']"
NLD-03873-01432,NLD,Echt-Susteren,AMPYR Solar Europe,"['1801151', '2503577']"
GBR-01641-01432,GBR,Moray,AMPYR Solar Europe,"['2501205', '2300968']"
GBR-01037-01432,GBR,Somerset,AMPYR Solar Europe,"['2501205', '2300968']"
NLD-03874-01432,NLD,Tinte,AMPYR Solar Europe,"['1801151', '2503577']"
NLD-03875-01432,NLD,Venray,AMPYR Solar Europe,"['1801151', '2503577']"
GBR-01642-01432,GBR,Worcestershire,AMPYR Solar Europe,"['2501205', '2300968']"
GBR-00277-00012,GBR,Dundee,AMTE Power,"['1102058', '1101785', '1400213', '1101679', '1200255']"
GBR-00800-00012,GBR,Northampton,AMTE Power,['1101510']
GBR-00845-00012,GBR,Oxford,AMTE Power,['1101156']
GBR-01112-00012,GBR,Thurso,AMTE Power,"['1102058', '1101785', '1101156', '1101679', '1100853', '1100506']"
DEU-01805-01433,DEU,Forbach,ANDRITZ,['3100784']
DNK-00220-03769,DNK,Copenhagen,AP Moller–Maersk,['2400393']
BEL-00138-08231,BEL,Brussels,APERE,['1703322']
BEL-07918-08231,BEL,Flanders,APERE,['1703322']
BEL-07919-08231,BEL,Wallonia,APERE,['1703322']
ITA-06769-07380,ITA,Toscana,APRE,['3000605']
FRA-03948-06426,FRA,Occitanie,AREC Occitanie,"['1705499', '1500657']"
FRA-06919-06426,FRA,Port-la Nouvelle,AREC Occitanie,['2404528']
GBR-02197-08232,GBR,Aberdeen,AREG,['1900001']
DEU-00284-08233,DEU,Düsseldorf,ARIEL,['2404566']
DEU-07920-08234,DEU,Bischofswerda,ARISE Technologies,['1801010']
HUN-07921-08235,HUN,Paks,ASE JSC,['3200588']
PRT-06920-07538,PRT,Aveiro,ASM Energia,['1304175']
PRT-06921-07539,PRT,Aveiro Port,ASM Industries,"['1900064', '1301175', '1902523', '2602304']"
PRT-06922-07539,PRT,Port of Aveiro,ASM Industries,['1300548']
ESP-06923-07540,ESP,Almussafes,ATERSA,['1801290']
FIN-03880-06706,FIN,Palloneva,ATP Palloneva,"['2501832', '1707676', '2502091', '1703763']"
FRA-03091-07541,FRA,Bourgoin-Jallieu,ATS,['1801636']
DEU-00774-00899,DEU,Neuwied,ATW,['1100692']
DNK-07922-08236,DNK,Horslunde,ATsolar,['1814891']
CZE-05295-08237,CZE,Brno,AU Optronics,['1801235']
DEU-03135-08238,DEU,Torgau,AVANCIS,['1801588']
CHE-03882-04431,CHE,Uri,AVIA Schätzle,['2402997']
AUT-00388-00900,AUT,Graz,AVL,"['3301401', '1100848']"
AUT-00388-00901,AUT,Graz,AVL DiTEST,['1102901']
AUT-00388-00014,AUT,Graz,AVL List,"['1101147', '1100270', '1102901']"
DEU-01255-00014,DEU,Würzburg,AVL List,['1100433']
AUT-02196-02131,AUT,Austrian-owned,AVL Powertrain UK,['1500226']
GBR-02197-08239,GBR,Aberdeen,AWC Technology,['1904954']
DEU-07923-08240,DEU,Siegen,AWS Schäfer,['1908192']
DNK-01333-00902,DNK,Aalborg,Aalborg CSP,['2300179']
DEU-00002-00016,DEU,Aalen,Aalen University,['1100027']
FIN-00462-08241,FIN,Helsinki,Aalto University,['2900074']
NLD-07924-08242,NLD,Honselersdijk,Aardwarmte Vogelaer,['3001347']
NLD-07925-08242,NLD,Poeldijk,Aardwarmte Vogelaer,['3001347']
NLD-00254-08243,NLD,Delft,Aardyn,"['3001265', '3001266', '3001615', '3001049']"
NLD-07926-08243,NLD,TU Delft,Aardyn,['3000555']
DNK-03883-03771,DNK,Aarhus,Aarhus University,"['2503421', '2502832', '1706202']"
DNK-03884-03771,DNK,"Foulum, AU Viborg",Aarhus University,['2401957']
ESP-03402-07542,ESP,Jerez de la Frontera,Abei Energy,['2203096']
GBR-07927-08244,GBR,Hayes,Abellio,['3300528']
NLD-03534-04432,NLD,Delfzijl,Abengoa,"['1700038', '1500538']"
ESP-06924-04432,ESP,Jaen,Abengoa,['1800336']
ESP-01000-04432,ESP,Seville,Abengoa,"['1700038', '1814647', '1800336', '1500538']"
ESP-01000-06427,ESP,Seville,Abengoa Innovación,"['1700808', '1501061', '1701856']"
ESP-00668-07543,ESP,Madrid,Abengoa SA,['1812843']
GBR-02197-02132,GBR,Aberdeen,Aberdeen City Council,"['2403083', '1707302', '1200177', '1200272', '1200358', '1500186', '2400826']"
GBR-02197-08245,GBR,Aberdeen,Aberdeen Harbour,['1904841']
GBR-02197-08246,GBR,Aberdeen,Aberdeen Hydrogen Hub,"['1200440', '1200135']"
GBR-02197-08247,GBR,Aberdeen,Aberdeen Renewable Energy Group,['1906221']
GBR-06420-08247,GBR,Peterhead,Aberdeen Renewable Energy Group,['1906221']
GBR-02197-08248,GBR,Aberdeen,Aberdeen Renewable Energy Group (AREG),['1200272']
GBR-07928-08249,GBR,Able Seaton Port,Able UK,"['2600662', '2603798']"
GBR-02278-08249,GBR,Humber,Able UK,"['1902956', '1902645', '1903146']"
ESP-06925-06709,ESP,Villatobas and Villarrubia de Santiago,Abo Energy,['2504851']
GBR-02256-08250,GBR,U.K.,Above Surveying,"['2504993', '1700915', '1607587']"
SWE-03886-04434,SWE,Härnösand,Absolicon,['2501739']
ESP-01000-07544,ESP,Seville,Absolicon Solar Collectors AB,['1703070']
GBR-00860-04435,GBR,Perth,Absolute Solar and Wind,['2503016']
NLD-02382-08251,NLD,North Sea,"Abu Dhabi National Energy Company, PJSC (TAQA)",['1704929']
BEL-01622-00904,BEL,Antwerp,Accelera,['2402287']
ESP-02470-00904,ESP,Castilla-La Mancha,Accelera,['2402287']
DEU-02190-00904,DEU,Falkenhagen,Accelera,['2402287']
DEU-00467-00904,DEU,Herten,Accelera,['2402287']
DEU-01340-00904,DEU,Lower Saxony,Accelera,['2402287']
ITA-03952-07328,ITA,Taranto,Acciaierie d'Italia,['2201437']
ITA-03952-07329,ITA,Taranto,Acciaierie d’Italia,['1906484']
FRA-06926-02134,FRA,Ardèche,Acciona Energia,['1814679']
ESP-03086-02134,ESP,Badajoz,Acciona Energia,"['2800372', '1702824', '1703732', '2800023']"
ESP-03779-02134,ESP,Cordoba,Acciona Energia,['1800209']
ESP-01830-02134,ESP,Cuenca,Acciona Energia,['2201969']
ESP-03896-02134,ESP,Lloseta,Acciona Energia,"['2200867', '2401445']"
ESP-05264-02134,ESP,Lumbier,Acciona Energia,['2600781']
ESP-00668-02134,ESP,Madrid,Acciona Energia,['1702592']
ESP-02199-02134,ESP,Mallorca,Acciona Energia,"['2400817', '2402660']"
ESP-00767-02134,ESP,Navarra,Acciona Energia,['2402660']
ESP-06927-02134,ESP,Palma del Río,Acciona Energia,['1800209']
ESP-06143-02134,ESP,Petra,Acciona Energia,['2200867']
ESP-03898-02134,ESP,Sierra Brava,Acciona Energia,['2504215']
ESP-06144-02134,ESP,Tinajas,Acciona Energia,"['2201969', '2203034']"
ESP-06145-02134,ESP,Villalba del Rey,Acciona Energia,"['2201969', '2203034']"
HRV-05870-02134,HRV,Šibenik-Knin County,Acciona Energia,['2504460']
ESP-05930-02135,ESP,Albacete,Acciona Energy,['1703877']
ESP-06928-02135,ESP,Almansa,Acciona Energy,['2302575']
ESP-06929-02135,ESP,Almendralejo,Acciona Energy,"['2202246', '1704793', '2200322', '1705918']"
PRT-06141-02135,PRT,Amareleja,Acciona Energy,"['1706721', '1400178']"
ESP-06930-02135,ESP,Ayora,Acciona Energy,['1704793']
ESP-03086-02135,ESP,Badajoz,Acciona Energy,"['1706960', '1700761']"
ESP-00068-02135,ESP,Barcelona,Acciona Energy,['2707419']
ESP-06931-02135,ESP,Baza,Acciona Energy,"['2900379', '2900496', '1700368', '1703996']"
ESP-06932-02135,ESP,Celada Fusión,Acciona Energy,['2105813']
ESP-04476-02135,ESP,Ciudad Real,Acciona Energy,['2202821']
ESP-06933-02135,ESP,Cáseda,Acciona Energy,['2202107']
ESP-06934-02135,ESP,Jarafuel,Acciona Energy,['1704793']
ESP-03402-02135,ESP,Jerez de la Frontera,Acciona Energy,['1703877']
PRT-06935-02135,PRT,Leiria District,Acciona Energy,['1706721']
ESP-03896-02135,ESP,Lloseta,Acciona Energy,"['1702656', '2401187']"
ESP-02199-02135,ESP,Mallorca,Acciona Energy,"['1705034', '1500366', '2400251', '1500402']"
ESP-06787-02135,ESP,Masrik,Acciona Energy,['1703110']
ESP-06936-02135,ESP,Montesusín,Acciona Energy,['1702116']
PRT-02518-02135,PRT,Moura,Acciona Energy,"['1601398', '1702090']"
ESP-00767-02135,ESP,Navarra,Acciona Energy,['1820344']
ESP-00848-02135,ESP,Palencia,Acciona Energy,['1703877']
ESP-03907-02135,ESP,Promina,Acciona Energy,['2501570']
HRV-03907-02135,HRV,Promina,Acciona Energy,"['2900379', '2900496', '1700368', '1703996']"
HRV-03909-02135,HRV,Sibenik-Knin,Acciona Energy,"['2202277', '2504049', '1821047']"
ESP-03898-02135,ESP,Sierra Brava,Acciona Energy,"['2504045', '2500312']"
PRT-03898-02135,PRT,Sierra Brava,Acciona Energy,"['1700868', '2500492']"
ESP-06937-02135,ESP,Tarifa,Acciona Energy,['2103537']
ESP-06144-02135,ESP,Tinajas,Acciona Energy,"['1700368', '2900379', '2900496', '2900361', '1707407', '1703996']"
ESP-06938-02135,ESP,"Tinajas, Spain",Acciona Energy,['1700583']
ESP-02519-02135,ESP,Tudela,Acciona Energy,"['1601921', '1701347']"
ESP-01177-02135,ESP,Valencia,Acciona Energy,['2200322']
ESP-06145-02135,ESP,Villalba del Rey,Acciona Energy,"['1700368', '2900379', '2900496', '2900361', '1707407', '1703996']"
ESP-06939-02135,ESP,"Villalba del Rey, Spain",Acciona Energy,['1700583']
ESP-06940-02135,ESP,Viscofan,Acciona Energy,"['2900379', '2900496', '1700368', '1703996']"
ESP-06146-02135,ESP,Zorita,Acciona Energy,['1700037']
ESP-06941-02135,ESP,Zújar,Acciona Energy,"['2900379', '2900496', '1700368', '1703996']"
ESP-06942-02135,ESP,northeastern Spain,Acciona Energy,['1705268']
HRV-07929-02135,HRV,Šibenik-Knin,Acciona Energy,['1403107']
ESP-00668-02136,ESP,Madrid,AccionaPlug,['1500417']
DEU-00600-00017,DEU,Krefeld,Accurec,['1101953']
ITA-06777-07381,ITA,Campobasso,Acea,['1705578']
ITA-02344-07381,ITA,Rome,Acea,['1701640']
ITA-02344-07382,ITA,Rome,Acea SpA,['1705349']
FRA-02271-03776,FRA,Saucats,Acme Solar,['1501101']
GBR-02256-03776,GBR,U.K.,Acme Solar,['1701793']
GBR-03672-08252,GBR,St Fergus,Acorn,['1200012']
GBR-07930-08252,GBR,St Fergus gas plant,Acorn,['1200072']
DEU-07931-08253,DEU,Kremper Heide,Actensys,['1814849']
ESP-04906-07545,ESP,Murcia,Acuamed,['2504649']
GBR-07932-08254,GBR,West Drayton,Addison Lee,['3302324']
GBR-01037-02609,GBR,Somerset,Adiant Capital,['1600526']
DEU-00123-08255,DEU,Bremen,Adler Solar,['2200052']
GBR-00647-08255,GBR,London,Adler Solar,['2200052']
DEU-02428-04452,DEU,Dusseldorf,Adnoc,['2402260']
GBR-01101-04452,GBR,Teesside,Adnoc,['2401755']
BEL-01828-08256,BEL,Kallo,Adpo NV,['1708039']
HRV-07933-08257,HRV,Sinj,Adris Grupa,['2600827']
GBR-00109-08258,GBR,Blyth,Advance Northumberland,"['1902563', '1902539']"
GBR-03915-04453,GBR,Northeast UK,Advanced Electric Machines,['2707774']
GBR-00105-00907,GBR,Birmingham,Advanced Electric Machines Research,['1100552']
GRC-01234-00019,GRC,Western Macedonia,Advent Technologies,['1102234']
DEU-00124-07546,DEU,Bremerhaven,Adwen,['1900390']
FRA-03927-07546,FRA,Le Havre,Adwen,['1302301']
FRA-02523-02613,FRA,Tarbes,Ad’Occ,['1603669']
FRA-06943-07547,FRA,Nouvelle Aquitaine,Aedes Energies,['2203456']
FRA-03948-07547,FRA,Occitanie,Aedes Energies,['2203456']
ITA-06128-04455,ITA,Mosciano Sant'Angelo,Aehra,['2708501']
ESP-06944-07548,ESP,Madrid-Barajas Airport,Aena,['1807746']
GRC-07934-08259,GRC,Koukouras,Aer Soléir,['2606029']
GRC-07935-08259,GRC,Mesokorfi,Aer Soléir,['2606029']
GRC-07936-08259,GRC,Vermio North,Aer Soléir,['2606029']
GRC-07937-08259,GRC,Vermio South,Aer Soléir,['2606029']
GBR-07938-08260,GBR,Lanark,Aerial Vision,['1903479']
AUT-00640-08261,AUT,Linz,Aero Enterprise,['1902978']
GBR-00647-03779,GBR,London,Aerosolar,['1606071']
FIN-00462-08262,FIN,Helsinki,Afry,['1501311']
DEU-05871-06431,DEU,Gersthofen,AgQuantron,"['1500975', '1501423']"
NOR-00603-08263,NOR,Kristiansand,Agder Energi,['1904875']
GBR-01645-01438,GBR,Cauldon Cement Works,Aggregate Industries,['2301450']
NLD-07939-03780,NLD,Borssele V,Aggreko,['1302673']
NLD-07940-03780,NLD,Borssele V Innovation Site,Aggreko,['1302699']
GBR-00277-03780,GBR,Dundee,Aggreko,['1302503']
GBR-07941-03780,GBR,Wind farms,Aggreko,['1304575']
ITA-03923-04465,ITA,Mantua,Agire,['2402115']
SVK-02524-02615,SVK,Vranow,Agora Solar,"['1603609', '1606314']"
DEU-07942-08264,DEU,Hallertau,Agri Energia,['1704826']
DEU-00755-08264,DEU,Munich,Agri Energia,['1709038']
DEU-02300-08265,DEU,Haren,Agrowea,['2104595']
GBR-02202-02140,GBR,Dogger Bank,Aibel,"['1901396', '1500108']"
FRA-05025-07549,FRA,Brest,Ailes Marines,"['1903051', '1300183']"
FRA-04910-07549,FRA,Saint-Brieuc,Ailes Marines,"['2107115', '2604201', '1303348']"
BEL-01622-02141,BEL,Antwerp,Air Liquide,"['1501372', '1500460', '1700563', '1500663']"
BEL-06712-02141,BEL,Antwerp-Bruges,Air Liquide,"['1705748', '1501254', '2900010', '1501539']"
DEU-00094-02141,DEU,Berlin,Air Liquide,"['2401574', '2401791', '1501288', '1500785', '2401492', '1707853']"
FRA-05872-02141,FRA,Durance-Luberon-Verdon,Air Liquide,"['1501248', '1703601']"
DEU-00305-02141,DEU,Erfurt,Air Liquide,['1800500']
FRA-02623-02141,FRA,Fos-sur-Mer,Air Liquide,"['1500738', '1501453']"
FRA-03926-02141,FRA,Grandpuits,Air Liquide,['2401946']
FRA-06101-02141,FRA,La Mède,Air Liquide,"['2900187', '2404299', '1702293', '1501392', '1501512']"
FRA-03927-02141,FRA,Le Havre,Air Liquide,['2401196']
NLD-06563-02141,NLD,Moerdijk,Air Liquide,['1300795']
NOR-07943-02141,NOR,Mongstad,Air Liquide,['1200429']
FRA-02203-02141,FRA,Normandy,Air Liquide,"['1701717', '2404455', '1704604', '1500134', '1501258', '1500727', '1500619', '1501408', '2401196', '1501072', '2401492']"
FRA-06945-02141,FRA,Normand’Hy,Air Liquide,['2404248']
DEU-01588-02141,DEU,Oberhausen,Air Liquide,"['2402846', '2900524', '2604113', '1500580', '1706159', '2400850', '2107202', '1501550', '2900689']"
